#{"t_start": 1784439046.1289399, "env_id": "Reacher-v5"}
r,l,t
-45.529511,50,23.971983
-47.526444,50,24.003424
-40.597171,50,24.034162
-47.254007,50,24.064941
-52.848489,50,24.095297
-44.683061,50,24.12693
-42.944972,50,24.157913
-52.62875,50,24.188174
-50.524251,50,24.219849
-45.45333,50,24.25049
-46.865311,50,24.281018
-50.593715,50,24.312498
-46.134719,50,24.34318
-43.823601,50,24.374295
-45.656789,50,24.406238
-40.907527,50,24.436594
-53.533006,50,24.467488
-53.055484,50,24.497944
-43.869275,50,26.808337
-44.435311,50,26.839973
-39.126095,50,26.87071
-48.039108,50,26.901402
-35.826574,50,26.931514
-35.936737,50,26.963262
-39.216776,50,26.994221
-40.132496,50,27.02483
-37.380301,50,27.056358
-41.591161,50,27.086834
-43.118375,50,27.117669
-51.162937,50,27.149548
-48.260286,50,27.179937
-40.207445,50,27.21094
-45.670052,50,27.405776
-35.037943,50,27.436529
-49.431058,50,27.468292
-37.577368,50,27.499356
-46.76845,50,27.530072
-44.070138,50,27.561663
-44.181237,50,27.592722
-45.963045,50,27.623264
-48.75537,50,27.654845
-45.276812,50,27.685319
-46.648509,50,27.715926
-40.237038,50,27.747366
-40.198821,50,27.777665
-44.038464,50,27.809071
-44.409869,50,27.839831
-45.381193,50,27.871458
-42.021242,50,27.902559
-46.633317,50,27.934392
-40.004064,50,27.966121
-50.308656,50,27.997118
-43.730012,50,28.027625
-44.546857,50,28.059144
-40.392479,50,28.090006
-41.135734,50,28.121211
-42.382359,50,28.153003
-41.262664,50,28.183402
-48.290119,50,28.214392
-44.542433,50,30.518229
-36.66308,50,30.548739
-43.731197,50,30.580183
-44.854345,50,30.610413
-44.516626,50,30.64077
-39.529714,50,30.670975
-39.236887,50,30.70211
-41.991489,50,30.733286
-35.116774,50,30.76371
-38.74834,50,30.795025
-33.618489,50,30.825437
-36.645204,50,30.856395
-39.271498,50,30.888157
-43.688744,50,30.91863
-43.855232,50,30.949286
-42.377279,50,30.979544
-40.557848,50,31.010937
-38.768974,50,31.041718
-47.713334,50,31.071922
-42.785569,50,31.103214
-30.139086,50,31.134198
-42.836476,50,31.164624
-37.168356,50,31.195964
-40.649584,50,31.391361
-43.091943,50,31.422274
-41.072343,50,31.452705
-41.207887,50,31.483177
-34.847144,50,31.515
-32.975215,50,31.545875
-39.695691,50,31.576549
-33.346318,50,31.60836
-45.822259,50,31.63933
-34.851063,50,31.669875
-43.572167,50,31.701618
-37.031627,50,31.732352
-43.805812,50,31.763028
-46.619374,50,31.794933
-37.954582,50,31.825568
-46.861826,50,31.856763
-38.423831,50,31.887507
-41.815862,50,31.919068
-38.894101,50,34.214457
-40.461808,50,34.245871
-39.268327,50,34.276513
-42.658899,50,34.306944
-43.56649,50,34.338054
-33.928564,50,34.368093
-37.349675,50,34.39853
-32.63948,50,34.429942
-39.828749,50,34.460748
-32.021113,50,34.491678
-38.9782,50,34.522073
-36.115069,50,34.553411
-44.571201,50,34.584506
-32.518,50,34.617311
-40.051261,50,34.652567
-39.514487,50,34.687306
-38.713463,50,34.719807
-35.119612,50,34.751792
-31.907663,50,34.782938
-39.674947,50,34.813617
-36.204491,50,34.845183
-36.830293,50,34.875969
-32.212126,50,34.906393
-46.014088,50,34.937848
-39.147951,50,34.968211
-36.614815,50,34.999638
-43.242203,50,35.034582
-38.107127,50,35.069054
-34.190613,50,35.103983
-36.405677,50,35.141303
-40.592539,50,35.177383
-34.082727,50,35.214138
-42.715408,50,35.451987
-32.320369,50,35.490655
-28.868264,50,35.527748
-42.841596,50,35.567419
-41.137033,50,35.606976
-41.975321,50,35.646508
-37.934652,50,35.686084
-38.199993,50,35.723944
-37.369464,50,35.762448
-34.497078,50,38.0645
-37.127344,50,38.095512
-37.655438,50,38.125324
-32.631325,50,38.155463
-35.292547,50,38.18738
-34.643358,50,38.218112
-35.421041,50,38.248116
-37.737256,50,38.279088
-34.90262,50,38.30958
-41.340755,50,38.339718
-32.846108,50,38.370133
-36.202605,50,38.401646
-37.252753,50,38.432181
-29.064402,50,38.462208
-35.00814,50,38.493444
-43.980628,50,38.524118
-33.495805,50,38.554419
-34.690014,50,38.585347
-35.713517,50,38.615956
-41.430767,50,38.646362
-33.890771,50,38.677651
-34.873334,50,38.708109
-39.445296,50,38.738263
-41.218803,50,38.768643
-38.905867,50,38.799612
-36.202781,50,38.830529
-37.303197,50,38.860798
-39.646345,50,38.891917
-33.050212,50,38.92255
-35.605395,50,38.953193
-30.438065,50,38.984365
-30.777278,50,39.014641
-34.062089,50,39.044495
-34.367455,50,39.074731
-38.233732,50,39.105893
-32.824474,50,39.136292
-32.503912,50,39.166516
-36.755996,50,39.197711
-36.227727,50,39.228081
-29.506569,50,39.263867
-36.690299,50,39.295397
-34.720377,50,41.720036
-34.295034,50,41.750503
-35.989824,50,41.780591
-32.711963,50,41.810557
-29.927566,50,41.841581
-28.284858,50,41.872064
-28.824733,50,41.902081
-30.573978,50,41.933428
-24.103579,50,41.963911
-40.243753,50,41.994113
-33.984841,50,42.02551
-34.698416,50,42.055735
-33.529997,50,42.086376
-33.575718,50,42.117767
-32.684928,50,42.147728
-29.535948,50,42.177811
-32.362096,50,42.208368
-29.403187,50,42.239754
-31.775481,50,42.269892
-36.902662,50,42.300372
-31.05312,50,42.331635
-32.788193,50,42.361802
-33.822888,50,42.392287
-40.517252,50,42.423449
-36.310186,50,42.45342
-32.580218,50,42.483505
-40.080408,50,42.514082
-31.352881,50,42.545278
-32.361615,50,42.575415
-31.703579,50,42.60614
-34.644766,50,42.637414
-32.590595,50,42.667522
-34.917344,50,42.698014
-32.508626,50,42.729136
-31.43073,50,42.759216
-33.342034,50,42.789475
-36.638332,50,42.819543
-33.652497,50,42.850653
-32.571968,50,42.880857
-36.805938,50,42.911292
-29.828108,50,42.942429
-34.13671,50,45.231066
-36.321119,50,45.262122
-32.818482,50,45.293006
-23.460851,50,45.322962
-28.414245,50,45.35297
-27.701457,50,45.383957
-28.526063,50,45.414441
-31.402351,50,45.444679
-33.079671,50,45.475749
-28.800928,50,45.671995
-30.89071,50,45.702295
-29.911742,50,45.732522
-29.304708,50,45.764382
-32.028199,50,45.795128
-28.61228,50,45.825201
-30.059143,50,45.855912
-34.375281,50,45.887176
-28.997156,50,45.91749
-28.45205,50,45.947984
-26.078374,50,45.979189
-32.775082,50,46.009268
-30.551575,50,46.039744
-32.9464,50,46.070947
-32.609605,50,46.10112
-30.561881,50,46.131696
-31.337518,50,46.161752
-30.799614,50,46.193594
-27.213531,50,46.223927
-36.928152,50,46.254521
-32.874882,50,46.285438
-28.744178,50,46.315752
-31.108312,50,46.346055
-29.413446,50,46.377677
-29.716945,50,46.407883
-25.257255,50,46.438268
-31.133822,50,46.469605
-33.994002,50,46.499811
-32.572945,50,46.530381
-30.178071,50,46.560737
-25.821985,50,46.59221
-23.174051,50,46.622851
-24.484442,50,48.879346
-30.254976,50,48.910583
-28.532608,50,48.940339
-27.295631,50,48.970428
-31.522413,50,49.001543
-27.854177,50,49.031545
-32.827488,50,49.061822
-27.961832,50,49.092279
-25.420112,50,49.123602
-29.932863,50,49.153833
-27.742276,50,49.184544
-28.721093,50,49.216085
-28.056415,50,49.246709
-26.74363,50,49.277404
-24.926951,50,49.308947
-27.034606,50,49.339107
-24.496223,50,49.369595
-29.563055,50,49.3999
-25.85596,50,49.593821
-26.345795,50,49.625763
-25.89485,50,49.656704
-29.109398,50,49.687178
-26.66019,50,49.718604
-27.268956,50,49.74879
-24.465383,50,49.779364
-23.119382,50,49.810702
-29.800813,50,49.841362
-31.471103,50,49.872338
-28.091769,50,49.903194
-24.245762,50,49.934974
-27.51218,50,49.965711
-31.115478,50,49.996777
-21.064859,50,50.028899
-25.79439,50,50.059432
-27.075501,50,50.090028
-27.094172,50,50.121479
-25.320294,50,50.151865
-32.706921,50,50.182181
-29.631313,50,50.213745
-23.072925,50,50.243966
-31.825526,50,50.274525
-21.019693,50,52.542175
-19.165202,50,52.572201
-22.764684,50,52.602325
-25.107665,50,52.632688
-25.23982,50,52.664028
-24.608757,50,52.694385
-26.758292,50,52.724919
-22.813038,50,52.75602
-24.980425,50,52.78629
-32.254492,50,52.816785
-22.42266,50,52.848151
-22.951517,50,52.878374
-19.109118,50,52.908724
-29.786437,50,52.938834
-29.615516,50,52.970243
-20.687555,50,53.000509
-18.82793,50,53.031111
-22.762333,50,53.062525
-26.896758,50,53.092799
-31.558736,50,53.123657
-25.600743,50,53.155287
-28.550505,50,53.185626
-21.459498,50,53.216422
-25.958136,50,53.247542
-23.282069,50,53.277747
-22.077801,50,53.308073
-31.564601,50,53.338283
-28.266054,50,53.531892
-26.727703,50,53.56411
-32.126779,50,53.594451
-25.918681,50,53.624817
-29.135189,50,53.656322
-23.765726,50,53.686535
-17.481766,50,53.717288
-30.347312,50,53.747602
-22.719528,50,53.779292
-27.271272,50,53.809931
-22.72383,50,53.840077
-26.009852,50,53.871441
-33.787332,50,53.902033
-28.365374,50,53.932932
-25.218937,50,56.208693
-25.743785,50,56.238827
-14.557855,50,56.268959
-20.013332,50,56.300639
-22.105972,50,56.331325
-20.243798,50,56.362238
-23.299194,50,56.393764
-24.952941,50,56.424469
-20.291734,50,56.455173
-31.22707,50,56.486584
-22.801323,50,56.516852
-23.826334,50,56.547541
-25.699062,50,56.577676
-29.184249,50,56.608902
-23.753964,50,56.639249
-21.638016,50,56.670184
-17.848162,50,56.70175
-17.296321,50,56.73207
-25.992158,50,56.762727
-20.341927,50,56.793818
-22.105546,50,56.823926
-22.741035,50,56.85441
-25.906998,50,56.88469
-25.694029,50,56.915912
-22.593687,50,56.946138
-23.802525,50,56.976688
-19.209608,50,57.008117
-16.951793,50,57.03825
-19.518142,50,57.069366
-26.933823,50,57.100749
-25.086178,50,57.131083
-19.228047,50,57.161675
-18.661563,50,57.192802
-14.157453,50,57.223083
-21.787186,50,57.253758
-22.810941,50,57.283753
-17.697874,50,57.476448
-25.266687,50,57.508246
-29.63216,50,57.538838
-23.40014,50,57.569433
-17.875406,50,57.600883
-26.302401,50,59.878255
-18.901653,50,59.908197
-17.928828,50,59.939134
-18.177911,50,59.969063
-22.2434,50,59.999522
-21.720629,50,60.032194
-21.165419,50,60.062558
-19.489321,50,60.093238
-20.840697,50,60.123617
-24.509835,50,60.155041
-21.615404,50,60.185352
-25.349974,50,60.216092
-23.658112,50,60.247477
-18.730337,50,60.277455
-22.266348,50,60.307956
-17.193586,50,60.339205
-15.726416,50,60.369281
-14.404679,50,60.400009
-15.911582,50,60.431357
-20.618949,50,60.461425
-17.507809,50,60.492013
-14.515294,50,60.522182
-16.330491,50,60.553206
-23.308544,50,60.58308
-20.698383,50,60.613599
-20.237395,50,60.645018
-27.083688,50,60.675377
-16.314421,50,60.705998
-22.374617,50,60.737674
-18.124868,50,60.768027
-17.845245,50,60.798646
-13.719741,50,60.828904
-20.693516,50,60.860196
-15.98341,50,60.890925
-15.021463,50,60.921083
-17.108018,50,60.95248
-14.102634,50,60.982646
-23.016692,50,61.013208
-16.604939,50,61.044605
-20.056885,50,61.074628
-16.176246,50,61.105004
-20.112483,50,63.380414
-14.64931,50,63.410158
-19.718985,50,63.440331
-15.588877,50,63.471499
-16.973528,50,63.662587
-21.656724,50,63.694221
-19.184353,50,63.724448
-16.282551,50,63.754321
-19.955105,50,63.785236
-20.213972,50,63.81533
-20.161545,50,63.845768
-13.03775,50,63.877264
-19.932122,50,63.907447
-16.33054,50,63.937805
-15.538081,50,63.967884
-20.844457,50,63.99911
-12.753253,50,64.029617
-16.680009,50,64.059629
-16.903311,50,64.090601
-16.419691,50,64.121086
-18.023045,50,64.152188
-13.483233,50,64.183382
-21.84089,50,64.213151
-15.14764,50,64.24307
-17.648736,50,64.272954
-18.418847,50,64.303957
-20.075251,50,64.334332
-18.534891,50,64.364584
-15.304692,50,64.395594
-17.841494,50,64.425543
-16.165413,50,64.455918
-16.397797,50,64.48765
-15.465609,50,64.517841
-16.1072,50,64.548378
-19.836598,50,64.579393
-17.418584,50,64.60938
-16.645333,50,64.639968
-17.899137,50,64.66994
-19.455926,50,64.700984
-22.204168,50,64.731475
-17.079907,50,64.761626
-20.801085,50,67.018325
-13.90237,50,67.047964
-16.120601,50,67.077775
-19.03319,50,67.108664
-19.484427,50,67.138945
-15.481957,50,67.169346
-16.410035,50,67.199303
-18.466714,50,67.230898
-13.850995,50,67.260897
-16.950598,50,67.291165
-15.906041,50,67.322562
-16.385427,50,67.352564
-19.346558,50,67.382824
-12.692009,50,67.575882
-16.987828,50,67.606318
-16.375505,50,67.637606
-15.012736,50,67.667987
-17.930971,50,67.69826
-17.694577,50,67.729275
-18.356537,50,67.75942
-15.438042,50,67.789592
-18.392941,50,67.821097
-16.979697,50,67.851379
-20.507113,50,67.881859
-16.334297,50,67.912065
-17.42226,50,67.943307
-13.082765,50,67.973843
-18.230444,50,68.004174
-16.92689,50,68.035665
-14.263779,50,68.065901
-14.983996,50,68.096452
-15.886756,50,68.12799
-16.246772,50,68.158143
-13.582258,50,68.188533
-13.348416,50,68.218577
-17.559702,50,68.250342
-17.049834,50,68.280955
-12.481044,50,68.310986
-18.341792,50,68.343103
-16.622543,50,68.374244
-15.59641,50,68.404801
-15.140117,50,70.588029
-15.735694,50,70.62341
-14.253883,50,70.654274
-14.659854,50,70.684378
-13.991159,50,70.714491
-15.675675,50,70.745018
-12.177276,50,70.776618
-17.444173,50,70.806719
-13.032279,50,70.836869
-16.475267,50,70.868264
-12.178273,50,70.898108
-13.021093,50,70.928123
-10.818113,50,70.959731
-16.119149,50,70.989896
-18.184996,50,71.020244
-19.233952,50,71.050385
-14.708297,50,71.081125
-18.711662,50,71.111312
-12.622412,50,71.141661
-12.759869,50,71.172578
-13.467303,50,71.202613
-15.861918,50,71.233013
-12.615246,50,71.432715
-14.614388,50,71.464118
-13.180369,50,71.49424
-15.57022,50,71.524606
-16.216382,50,71.554591
-17.608607,50,71.585513
-16.618504,50,71.615935
-12.536607,50,71.646081
-16.048507,50,71.677027
-13.195508,50,71.706959
-16.449086,50,71.737534
-12.369572,50,71.768342
-20.922314,50,71.798209
-13.806694,50,71.828211
-17.458611,50,71.85821
-15.34059,50,71.889125
-13.870412,50,71.919418
-17.740014,50,71.949329
-16.006589,50,71.980491
-14.719198,50,74.195223
-12.29678,50,74.22573
-13.465749,50,74.256301
-12.392276,50,74.287462
-12.829603,50,74.318829
-14.930017,50,74.349056
-11.968911,50,74.380133
-14.02812,50,74.411658
-10.813438,50,74.442227
-12.983637,50,74.472998
-11.581104,50,74.504405
-11.771208,50,74.534955
-15.588645,50,74.565607
-10.557473,50,74.596917
-12.221415,50,74.627277
-13.743442,50,74.65794
-12.038185,50,74.688293
-15.616253,50,74.72014
-14.206085,50,74.750528
-11.515012,50,74.781246
-17.581387,50,74.814275
-14.569555,50,74.844675
-13.333438,50,74.874977
-14.234485,50,74.906238
-16.393091,50,74.936267
-15.355493,50,74.966821
-8.763339,50,74.997435
-16.328588,50,75.029089
-17.304096,50,75.060012
-12.198657,50,75.090461
-11.532586,50,75.122012
-14.931285,50,75.317311
-10.527345,50,75.348037
-18.652632,50,75.37817
-13.463524,50,75.409452
-13.130622,50,75.439608
-17.227536,50,75.470136
-14.938456,50,75.500358
-13.514935,50,75.531905
-12.893725,50,75.563059
-11.989568,50,75.593647
-12.179742,50,77.853658
-9.455048,50,77.883575
-13.832299,50,77.913615
-14.827415,50,77.944946
-15.92284,50,77.975142
-12.172962,50,78.005492
-12.687782,50,78.035406
-13.441898,50,78.066322
-13.258886,50,78.096781
-15.308673,50,78.126909
-10.891495,50,78.15824
-15.530269,50,78.188335
-11.993664,50,78.218864
-11.938078,50,78.250235
-12.537633,50,78.280498
-16.889764,50,78.310882
-13.186104,50,78.342247
-15.493827,50,78.37242
-14.245818,50,78.402977
-13.516029,50,78.433251
-11.151998,50,78.464529
-10.871613,50,78.495063
-9.539648,50,78.525237
-11.19121,50,78.55634
-13.864428,50,78.586291
-10.97483,50,78.616813
-12.853916,50,78.647984
-14.518372,50,78.678753
-11.980929,50,78.711296
-10.994487,50,78.741116
-16.024231,50,78.77235
-10.173442,50,78.802831
-14.798049,50,78.833028
-12.550389,50,78.864416
-16.214232,50,78.895018
-12.419404,50,78.925215
-11.608148,50,78.956489
-9.951946,50,78.986794
-17.071298,50,79.01718
-12.148547,50,79.04721
-10.404848,50,79.24142
-11.975434,50,81.506846
-10.977018,50,81.536686
-10.866858,50,81.566565
-16.629859,50,81.597448
-11.252234,50,81.627498
-11.33958,50,81.657848
-9.906045,50,81.689067
-14.616925,50,81.719051
-13.695502,50,81.749331
-13.831185,50,81.779213
-13.60704,50,81.810226
-15.715423,50,81.840743
-10.596998,50,81.870792
-15.407169,50,81.90228
-11.629258,50,81.933442
-13.992032,50,81.963857
-13.565084,50,81.995258
-15.432617,50,82.025747
-11.180167,50,82.056335
-10.97754,50,82.086241
-12.509832,50,82.117723
-16.670542,50,82.147975
-14.355279,50,82.178103
-9.228868,50,82.209307
-8.33516,50,82.239789
-10.712128,50,82.270059
-12.970331,50,82.301337
-8.740772,50,82.331932
-9.269829,50,82.363422
-12.631168,50,82.394671
-10.530817,50,82.424569
-12.229315,50,82.456216
-9.716164,50,82.486645
-16.245485,50,82.517623
-13.195821,50,82.547721
-13.511323,50,82.577419
-11.606273,50,82.608039
-12.890123,50,82.6379
-9.859443,50,82.667824
-16.382137,50,82.699334
-8.786354,50,82.729614
-10.314772,50,84.989718
-10.236039,50,85.019903
-15.070574,50,85.050889
-12.363216,50,85.081148
-10.249001,50,85.1111
-13.861512,50,85.142177
-11.472655,50,85.172446
-8.794718,50,85.203107
-14.853931,50,85.397665
-13.520217,50,85.429343
-11.779292,50,85.459556
-11.486155,50,85.489799
-11.742702,50,85.519769
-11.615873,50,85.550912
-10.318771,50,85.581252
-16.347464,50,85.611391
-14.61164,50,85.642548
-9.43515,50,85.672609
-9.576651,50,85.703049
-10.449859,50,85.734144
-10.752617,50,85.764262
-10.341691,50,85.794627
-12.671048,50,85.824478
-11.327593,50,85.855657
-9.104876,50,85.886105
-12.874897,50,85.916064
-10.775336,50,85.947229
-12.162664,50,85.977867
-8.565829,50,86.008172
-12.503034,50,86.039995
-11.248927,50,86.069595
-10.610713,50,86.099882
-10.386829,50,86.129921
-16.134662,50,86.161008
-11.776078,50,86.192767
-15.297,50,86.223233
-10.708734,50,86.254865
-14.124242,50,86.287071
-10.364255,50,86.317661
-14.775931,50,86.349162
-11.881172,50,86.380997
-14.560741,50,88.64839
-9.647428,50,88.680298
-15.230359,50,88.710672
-13.352764,50,88.74131
-11.735563,50,88.772326
-15.700067,50,88.802413
-9.425321,50,88.832812
-8.428413,50,88.86331
-14.311628,50,88.894433
-11.986958,50,88.924928
-12.168301,50,88.95524
-13.606166,50,88.986424
-14.652448,50,89.016881
-12.954138,50,89.047285
-15.840843,50,89.078528
-18.342238,50,89.108526
-9.578081,50,89.138872
-15.893458,50,89.335739
-13.708373,50,89.366309
-13.667732,50,89.397647
-13.175187,50,89.429973
-11.49953,50,89.460374
-10.282777,50,89.491851
-15.463648,50,89.522762
-13.181903,50,89.552691
-9.133463,50,89.583969
-10.402936,50,89.614501
-14.071436,50,89.644693
-11.799206,50,89.674705
-14.084094,50,89.70613
-8.393434,50,89.737825
-15.485185,50,89.768167
-15.319374,50,89.799178
-10.706165,50,89.829987
-12.445014,50,89.860052
-11.108894,50,89.891227
-9.802397,50,89.921496
-9.246748,50,89.952128
-10.187062,50,89.983238
-12.389322,50,90.013082
-13.359548,50,90.045163
-11.489744,50,92.196949
-10.392671,50,92.228168
-7.653539,50,92.25836
-9.015459,50,92.288366
-13.057031,50,92.319769
-10.467991,50,92.349728
-13.428108,50,92.380305
-12.081625,50,92.411571
-8.706365,50,92.442019
-12.815851,50,92.472637
-8.004108,50,92.502714
-14.180995,50,92.534037
-9.129311,50,92.564468
-13.275939,50,92.594316
-14.811857,50,92.626858
-11.463922,50,92.657186
-12.063159,50,92.687139
-8.688555,50,92.718344
-11.23672,50,92.748349
-8.646643,50,92.7789
-11.72221,50,92.808769
-12.575263,50,92.83995
-14.540614,50,92.870484
-15.451948,50,92.900903
-14.681461,50,92.93216
-7.886032,50,92.96287
-12.498368,50,93.156
-11.561169,50,93.18592
-9.967665,50,93.217236
-9.999356,50,93.246661
-9.165273,50,93.276836
-10.646173,50,93.306508
-9.329389,50,93.33738
-9.68006,50,93.367887
-11.825896,50,93.397843
-12.519689,50,93.428595
-14.446775,50,93.45853
-10.492479,50,93.488496
-11.742421,50,93.520074
-10.344687,50,93.550107
-10.189148,50,95.697864
-9.587856,50,95.728215
-12.873397,50,95.759598
-7.707592,50,95.789644
-8.947775,50,95.820144
-7.647596,50,95.851557
-13.325304,50,95.881809
