#{"t_start": 1784446208.7257593, "env_id": "NoisyGoalReacher-v0"}
r,l,t
-16.707918,50,46.905029
-7.002013,50,46.936848
-6.930473,50,47.522798
-10.65991,50,47.55422
-7.35289,50,47.586613
-4.908695,50,47.617796
-11.087989,50,47.649176
-7.532746,50,47.680945
-7.521265,50,47.714543
-6.885694,50,47.745968
-11.531847,50,47.777059
-9.457295,50,47.809062
-8.266211,50,47.840735
-12.431137,50,48.430064
-11.123059,50,48.461072
-8.504713,50,48.492049
-9.124663,50,48.524299
-7.63313,50,48.555232
-11.955585,50,48.586653
-5.434304,50,48.618996
-6.627462,50,48.650051
-5.27806,50,48.682221
-4.643802,50,48.715079
-6.417771,50,49.304854
-11.821914,50,49.336442
-7.729761,50,49.367823
-10.087929,50,49.398914
-6.639781,50,49.431577
-13.816129,50,49.463287
-6.848011,50,49.494161
-10.821483,50,49.525995
-6.578642,50,49.556737
-10.252001,50,49.588152
-10.429739,50,50.166125
-9.639227,50,50.197519
-6.539909,50,50.229697
-11.858253,50,50.260757
-6.043661,50,50.292304
-11.203498,50,50.324649
-10.413009,50,50.355923
-10.138242,50,50.387584
-13.415426,50,50.419971
-8.550516,50,50.451042
-13.876346,50,51.038396
-9.941569,50,51.069838
-6.351293,50,51.100984
-8.763223,50,51.133092
-8.234511,50,51.164365
-6.590753,50,51.195415
-7.031092,50,51.227508
-11.95331,50,51.258844
-13.041347,50,51.290084
-6.542494,50,51.320988
-6.084337,50,51.354005
-11.025868,50,51.928455
-11.927987,50,51.960238
-8.752766,50,51.991259
-10.870921,50,52.021991
-5.807764,50,52.054143
-6.823738,50,52.085204
-6.849407,50,52.116332
-7.710532,50,52.148745
-5.70243,50,52.179888
-7.963315,50,52.211432
-8.143761,50,52.772637
-5.321275,50,52.804312
-15.463699,50,52.83565
-6.56327,50,52.867825
-11.233825,50,52.899603
-10.266463,50,52.9327
-8.976227,50,52.966781
-8.05439,50,52.99899
-6.476754,50,53.032645
-8.348091,50,53.066203
-10.441105,50,53.640345
-9.637101,50,53.672648
-7.084303,50,53.704145
-6.462173,50,53.735339
-12.378583,50,53.767677
-8.806007,50,53.798804
-6.093597,50,53.829984
-11.631369,50,53.862376
-11.805519,50,53.893963
-10.075368,50,53.925467
-13.067697,50,54.485356
-6.434858,50,54.516189
-11.605673,50,54.547297
-7.980415,50,54.579386
-5.105377,50,54.610339
-4.590901,50,54.641338
-12.971797,50,54.673871
-9.022558,50,54.705202
-13.035041,50,54.736146
-9.857282,50,54.767962
-6.089659,50,54.79906
-4.407595,50,55.35625
-9.138303,50,55.388698
-4.640132,50,55.420153
-6.424816,50,55.452079
-5.559704,50,55.484472
-10.367715,50,55.515812
-5.752141,50,55.547652
-8.572164,50,55.580117
-5.716327,50,55.611149
-6.164174,50,55.642891
-12.610261,50,56.202581
-6.532552,50,56.233557
-6.850389,50,56.264539
-6.392193,50,56.296411
-6.541457,50,56.32715
-12.365001,50,56.358662
-10.968325,50,56.390717
-9.508628,50,56.422274
-6.814442,50,56.45374
-11.68368,50,56.485721
-5.630346,50,57.047483
-8.663259,50,57.078583
-6.9419,50,57.110406
-5.238205,50,57.141398
-4.096588,50,57.172907
-9.173862,50,57.204941
-9.572414,50,57.23573
-10.429332,50,57.26722
-4.382216,50,57.299281
-7.085166,50,57.33156
-10.335825,50,57.898678
-11.820549,50,57.930662
-7.742322,50,57.962393
-10.515414,50,57.994057
-11.844387,50,58.026675
-6.51545,50,58.058542
-7.637158,50,58.090211
-12.127529,50,58.122314
-11.545759,50,58.15402
-7.013999,50,58.185263
-6.922923,50,58.217887
-4.414286,50,58.814454
-11.827595,50,58.845818
-10.322115,50,58.877138
-2.762224,50,58.908242
-6.528264,50,58.940983
-7.72067,50,58.97225
-10.277187,50,59.003927
-6.038675,50,59.036145
-4.512402,50,59.067353
-6.478916,50,59.098698
-10.953812,50,59.702973
-6.442728,50,59.737253
-4.549131,50,59.770139
-6.408505,50,59.803203
-8.944732,50,59.836997
-5.946562,50,59.868751
-10.70379,50,59.900528
-6.966035,50,59.933091
-5.978751,50,59.964634
-11.817556,50,59.996886
-6.535742,50,60.576268
-6.116327,50,60.607509
-10.023389,50,60.640106
-8.257831,50,60.671653
-9.835265,50,60.702807
-5.973735,50,60.73524
-5.146737,50,60.766777
-11.208925,50,60.798441
-3.315733,50,60.829537
-6.416076,50,60.861798
-7.056008,50,61.444738
-5.607448,50,61.476231
-5.932328,50,61.507838
-6.035252,50,61.53888
-5.28434,50,61.572107
-7.318643,50,61.604963
-7.809809,50,61.636809
-6.233256,50,61.670084
-6.375009,50,61.701969
-7.68615,50,61.734008
-6.410465,50,61.766828
-8.455233,50,62.343892
-6.924554,50,62.376261
-8.29903,50,62.40785
-4.764415,50,62.439379
-5.584746,50,62.471953
-4.088224,50,62.503174
-9.449608,50,62.534845
-12.643436,50,62.56798
-4.999045,50,62.599184
-10.751632,50,62.630806
-5.392445,50,63.215552
-9.902793,50,63.246677
-9.851379,50,63.279017
-11.385502,50,63.310206
-8.362523,50,63.34146
-7.103932,50,63.374444
-7.502088,50,63.405886
-4.63437,50,63.437419
-12.371597,50,63.470201
-7.442759,50,63.501387
-5.691054,50,64.080518
-5.083817,50,64.112197
-3.428155,50,64.143425
-7.811126,50,64.342747
-6.813439,50,64.374187
-8.033826,50,64.407392
-6.399377,50,64.439057
-3.418691,50,64.470641
-7.220465,50,64.50304
-10.563343,50,64.534838
-7.63948,50,65.126616
-3.969823,50,65.157876
-6.773214,50,65.19019
-7.995566,50,65.22069
-8.024993,50,65.251843
-5.354008,50,65.282807
-10.341924,50,65.315167
-8.150036,50,65.347272
-12.280637,50,65.379203
-6.043737,50,65.411714
-9.490945,50,65.443058
-4.672257,50,66.011319
-7.249452,50,66.042586
-6.821197,50,66.074777
-7.010628,50,66.106306
-12.465286,50,66.137933
-7.26628,50,66.169196
-6.082242,50,66.201436
-7.91073,50,66.232008
-6.682552,50,66.263053
-6.247775,50,66.293766
-4.671867,50,66.872297
-3.766019,50,66.903775
-4.414134,50,66.936296
-7.077358,50,66.967553
-4.474221,50,66.998799
-6.589083,50,67.031389
-8.512505,50,67.063347
-7.111847,50,67.094772
-8.216308,50,67.127358
-5.903057,50,67.158653
-5.100506,50,67.751166
-7.100827,50,67.782906
-7.860008,50,67.814199
-8.131091,50,67.84654
-11.490275,50,67.878304
-13.067635,50,67.909631
-6.309417,50,67.942169
-5.92598,50,67.973769
-4.29135,50,68.004982
-9.112506,50,68.037439
-7.90895,50,68.616268
-7.590154,50,68.64948
-9.82757,50,68.6818
-7.398844,50,68.713902
-3.671703,50,68.746708
-5.340361,50,68.778455
-9.232816,50,68.81055
-4.287177,50,68.843302
-7.256172,50,68.875044
-9.002052,50,68.906803
-6.42249,50,69.50511
-6.127149,50,69.539452
-8.02699,50,69.571521
-10.370945,50,69.604034
-7.475939,50,69.636126
-6.506781,50,69.669685
-10.061718,50,69.702471
-6.691204,50,69.734739
-6.012538,50,69.767725
-8.049829,50,69.799128
-8.187942,50,69.830654
-6.415736,50,70.400639
-4.643245,50,70.431495
-8.402685,50,70.463601
-6.641882,50,70.494702
-3.58758,50,70.526262
-5.597683,50,70.558764
-4.749215,50,70.590034
-4.729159,50,70.621599
-5.798219,50,70.654037
-5.92725,50,70.686435
-10.221797,50,71.245674
-6.991003,50,71.278321
-4.997591,50,71.310748
-7.93028,50,71.343443
-6.587626,50,71.377635
-4.183059,50,71.41092
-5.318505,50,71.445053
-8.436418,50,71.479401
-5.931433,50,71.512409
-6.447542,50,71.545007
-8.817679,50,72.11994
-7.580741,50,72.151104
-7.337829,50,72.183759
-7.077862,50,72.215501
-11.152133,50,72.246831
-9.056769,50,72.279243
-3.037908,50,72.310633
-6.878551,50,72.34219
-6.572166,50,72.374814
-5.013478,50,72.405881
-8.530854,50,72.966102
-9.582218,50,72.998833
-7.031117,50,73.030059
-4.222685,50,73.06135
-11.068131,50,73.093246
-5.604989,50,73.124013
-6.51292,50,73.155225
-3.730063,50,73.187253
-7.274311,50,73.218672
-5.157201,50,73.250053
-4.772473,50,73.282275
-6.109827,50,73.841841
-4.475326,50,73.873258
-3.662995,50,73.905564
-6.552113,50,73.93683
-10.180754,50,73.968328
-7.27634,50,74.000796
-11.039311,50,74.032164
-6.724505,50,74.064239
-9.466234,50,74.097136
-5.390637,50,74.128812
-3.772278,50,74.693739
-5.884423,50,74.725985
-3.760431,50,74.758011
-8.518228,50,74.7897
-6.297685,50,74.821998
-6.309959,50,74.853721
-6.662949,50,74.884991
-3.694842,50,74.917252
-6.110256,50,74.949051
-12.703242,50,74.980521
-4.135937,50,75.544519
-7.107361,50,75.575788
-9.440435,50,75.608516
-6.887497,50,75.639722
-6.920013,50,75.671195
-4.477241,50,75.703078
-6.761159,50,75.735688
-7.678066,50,75.767326
-3.364347,50,75.798718
-6.601078,50,75.831131
-7.810544,50,76.398651
-7.918251,50,76.431038
-6.258188,50,76.463449
-4.005231,50,76.494569
-6.948204,50,76.52671
-7.558865,50,76.55795
-5.71241,50,76.589995
-6.440913,50,76.622402
-6.380756,50,76.65358
-8.4759,50,76.684972
-4.903835,50,76.716211
-6.723033,50,77.282303
-4.637853,50,77.313661
-9.885971,50,77.346487
-7.808148,50,77.378211
-3.681695,50,77.409647
-7.300123,50,77.441945
-7.315765,50,77.473056
-4.045839,50,77.504757
-7.886687,50,77.536981
-3.24305,50,77.568085
-8.596829,50,78.129444
-5.939074,50,78.162208
-4.028362,50,78.19401
-7.781387,50,78.225264
-4.558874,50,78.257463
-6.358164,50,78.288833
-6.656124,50,78.320205
-5.910889,50,78.352949
-6.119372,50,78.384502
-6.933356,50,78.415874
-3.090233,50,78.978093
-6.743289,50,79.009175
-7.243829,50,79.040455
-9.082748,50,79.073152
-5.666951,50,79.104762
-12.033577,50,79.136139
-6.180407,50,79.168362
-3.481153,50,79.199267
-5.801881,50,79.230258
-5.018131,50,79.262259
-9.783564,50,79.825516
-6.486314,50,79.857845
-6.406503,50,79.890217
-7.822083,50,79.921248
-5.749748,50,79.951939
-8.520048,50,79.984616
-9.110427,50,80.01638
-8.221921,50,80.047542
-7.794832,50,80.080223
-6.040062,50,80.112173
-12.787681,50,80.144003
-6.806398,50,80.712517
-4.99176,50,80.743438
-6.588415,50,80.775809
-6.232409,50,80.807276
-9.212585,50,80.839401
-3.119788,50,80.871768
-5.936323,50,80.902949
-8.500453,50,80.934676
-6.058242,50,80.965625
-5.6418,50,80.997722
-10.45397,50,81.557652
-7.720304,50,81.589732
-7.719923,50,81.620674
-5.602939,50,81.651748
-5.770381,50,81.683764
-6.937738,50,81.715269
-5.985609,50,81.746691
-7.003947,50,81.77857
-6.634584,50,81.810236
-4.287898,50,81.841851
-7.192003,50,82.407757
-7.70053,50,82.438581
-5.995209,50,82.470051
-5.491786,50,82.502346
-3.631693,50,82.533775
-3.233374,50,82.564648
-6.638742,50,82.597239
-8.938074,50,82.628342
-6.263876,50,82.659266
-3.300397,50,82.692606
-12.254043,50,83.25708
-7.319395,50,83.288357
-7.523224,50,83.320549
-8.346652,50,83.351491
-5.161761,50,83.382704
-6.575111,50,83.415112
-3.444838,50,83.446277
-5.813104,50,83.477738
-8.497979,50,83.510146
-5.319702,50,83.54162
-3.642316,50,83.573403
-6.194672,50,84.133021
-5.075836,50,84.164324
-7.154648,50,84.195576
-8.271285,50,84.227896
-5.459528,50,84.259401
-4.420995,50,84.290661
-12.625289,50,84.323235
-8.323465,50,84.354718
-6.988091,50,84.386332
-5.316322,50,84.418988
-9.853159,50,84.974034
-7.976736,50,85.005312
-9.330595,50,85.037631
-5.739512,50,85.069415
-7.360213,50,85.100732
-5.830528,50,85.13284
-5.509529,50,85.164414
-5.0898,50,85.370365
-12.458656,50,85.402072
-4.649298,50,85.434702
-7.136838,50,85.995097
-3.464066,50,86.027941
-4.082494,50,86.059506
-6.959895,50,86.091397
-11.66175,50,86.124294
-9.47291,50,86.155448
-6.976362,50,86.187285
-7.058933,50,86.218483
-7.69025,50,86.250732
-11.646352,50,86.282339
-6.530897,50,86.851531
-3.291543,50,86.88299
-6.454798,50,86.913514
-6.431952,50,86.945617
-5.671578,50,86.976653
-7.363096,50,87.007718
-7.173065,50,87.040336
-5.621754,50,87.071573
-7.319711,50,87.103145
-4.278537,50,87.135305
-5.525048,50,87.166628
-10.932925,50,87.72905
-6.668663,50,87.761178
-6.69425,50,87.792761
-2.782813,50,87.823909
-7.216055,50,87.856182
-6.473814,50,87.887786
-5.240293,50,87.919544
-7.243505,50,87.951921
-7.671857,50,87.983249
-6.180112,50,88.014753
-6.710334,50,88.577466
-5.616031,50,88.608542
-4.017547,50,88.639517
-9.713702,50,88.672108
-4.817282,50,88.704304
-4.300995,50,88.735742
-5.090342,50,88.768111
-5.807288,50,88.799852
-4.65917,50,88.832124
-5.765883,50,88.864497
-2.847194,50,89.424646
-8.097849,50,89.456249
-7.426013,50,89.488701
-7.289645,50,89.520483
-6.393486,50,89.552109
-8.97138,50,89.584161
-7.762685,50,89.615586
-6.781674,50,89.647427
-4.893464,50,89.680668
-6.581927,50,89.712119
-6.254804,50,90.280766
-6.104311,50,90.312339
-5.492093,50,90.343768
-5.424978,50,90.376891
-6.410769,50,90.408173
-10.105048,50,90.440056
-2.990885,50,90.473075
-11.235408,50,90.504086
-5.658774,50,90.535551
-4.87448,50,90.566543
-3.634166,50,91.148613
-3.772282,50,91.181343
-6.422754,50,91.212113
-6.564808,50,91.243551
-6.475434,50,91.274828
