#{"t_start": 1784446208.7224262, "env_id": "NoisyGoalReacher-v0"}
r,l,t
-36.179683,50,11.133283
-34.17429,50,11.164323
-30.544543,50,11.195933
-31.252051,50,11.226419
-36.521443,50,11.257543
-31.398172,50,11.289351
-31.854092,50,11.320558
-26.634275,50,11.35154
-38.069331,50,11.382539
-31.34339,50,11.414982
-34.763851,50,11.445627
-28.3406,50,12.000718
-30.870637,50,12.031366
-26.301789,50,12.062459
-34.289105,50,12.093786
-31.39853,50,12.124606
-30.280578,50,12.155644
-31.446054,50,12.186239
-29.598191,50,12.21796
-33.235542,50,12.248942
-29.423185,50,12.279412
-30.453381,50,12.83635
-27.872935,50,12.866899
-26.90161,50,12.897439
-26.077562,50,12.929026
-22.520818,50,12.959983
-29.916356,50,12.991093
-27.843417,50,13.022724
-23.150202,50,13.053872
-23.032091,50,13.084704
-22.887179,50,13.117041
-26.517951,50,13.675344
-28.812514,50,13.707754
-21.646762,50,13.740057
-23.749152,50,13.771587
-28.13095,50,13.803476
-24.361945,50,13.83546
-25.905568,50,13.866297
-19.478973,50,13.897309
-26.508259,50,13.929072
-25.956053,50,13.960095
-29.924304,50,14.512082
-25.489539,50,14.544228
-20.47483,50,14.575776
-22.017056,50,14.607005
-21.526156,50,14.638914
-27.929573,50,14.66999
-24.22921,50,14.701392
-18.631715,50,14.733289
-21.299185,50,14.764
-27.667993,50,14.795151
-22.204428,50,14.826926
-24.649164,50,15.385658
-23.15809,50,15.416623
-25.192247,50,15.448707
-20.772542,50,15.480136
-18.972563,50,15.510998
-26.448896,50,15.543249
-24.755161,50,15.573657
-22.903256,50,15.604726
-22.359692,50,15.637261
-25.690976,50,15.668234
-20.923537,50,16.228231
-23.200127,50,16.265912
-20.597678,50,16.297549
-18.514974,50,16.328977
-19.860763,50,16.361086
-23.113371,50,16.392554
-26.516133,50,16.424264
-16.17242,50,16.456104
-21.258376,50,16.487337
-19.265352,50,16.518134
-18.667808,50,17.085807
-18.433869,50,17.116634
-19.678218,50,17.147328
-17.074221,50,17.179053
-19.06104,50,17.209843
-21.083384,50,17.240851
-17.542503,50,17.272838
-21.886566,50,17.303617
-17.979853,50,17.335404
-17.961359,50,17.367394
-21.01774,50,17.940043
-16.150663,50,17.972305
-17.407014,50,18.003242
-14.66692,50,18.034672
-17.659108,50,18.066728
-22.846037,50,18.097236
-19.464803,50,18.128421
-20.904687,50,18.159279
-18.661165,50,18.191084
-13.782601,50,18.221953
-17.969469,50,18.25283
-17.889083,50,18.82644
-15.933953,50,18.85726
-18.01526,50,18.889173
-15.930476,50,18.920922
-18.849608,50,18.953504
-18.901728,50,18.985811
-18.878744,50,19.017279
-17.659597,50,19.04827
-17.811569,50,19.080348
-17.567292,50,19.111262
-18.970287,50,19.672182
-16.722463,50,19.704886
-20.460871,50,19.736507
-16.049883,50,19.767483
-14.815364,50,19.799287
-16.337941,50,19.830827
-19.201801,50,19.861944
-18.612138,50,19.893763
-20.518623,50,19.924629
-16.146206,50,19.956026
-19.226392,50,20.516203
-14.688661,50,20.547073
-16.608059,50,20.578146
-15.050286,50,20.610466
-15.837509,50,20.641525
-13.737185,50,20.672899
-14.843971,50,20.705251
-14.933223,50,20.736373
-17.515681,50,20.767706
-14.823381,50,20.800015
-16.870044,50,21.36339
-21.925051,50,21.39669
-13.730621,50,21.427767
-15.169844,50,21.459262
-16.615668,50,21.49042
-16.336872,50,21.69384
-13.78605,50,21.726433
-16.916906,50,21.75744
-14.41321,50,21.788251
-16.300802,50,21.820357
-15.665304,50,21.851325
-14.124813,50,22.410792
-19.624498,50,22.441677
-17.900029,50,22.472996
-15.236862,50,22.503978
-13.517416,50,22.53634
-15.440928,50,22.568952
-15.573539,50,22.600383
-18.806185,50,22.63226
-14.092516,50,22.663546
-15.781928,50,22.695477
-17.085898,50,23.270755
-13.046107,50,23.301633
-12.807736,50,23.333728
-10.733805,50,23.364859
-15.867373,50,23.395794
-13.696934,50,23.427635
-16.970237,50,23.458273
-15.075382,50,23.488998
-13.069131,50,23.521436
-15.334776,50,23.552149
-18.287404,50,24.13007
-11.183673,50,24.160902
-19.006118,50,24.191482
-15.205127,50,24.22221
-16.567731,50,24.254233
-11.457882,50,24.285061
-10.931384,50,24.316367
-14.089125,50,24.348401
-15.000713,50,24.379036
-15.189204,50,24.410024
-13.357218,50,24.987471
-10.16161,50,25.018226
-12.848462,50,25.049958
-17.87404,50,25.080946
-13.134182,50,25.112
-11.905225,50,25.144586
-15.037937,50,25.175437
-13.640072,50,25.206353
-15.592018,50,25.238679
-13.924814,50,25.26957
-11.186771,50,25.847155
-8.969003,50,25.879357
-17.359999,50,25.910386
-15.225001,50,25.941495
-15.038004,50,25.9737
-13.262839,50,26.004544
-12.233387,50,26.035928
-14.17537,50,26.067684
-11.915117,50,26.099663
-11.215708,50,26.130502
-13.981918,50,26.162455
-12.239149,50,26.728245
-12.400883,50,26.760202
-16.103087,50,26.791189
-17.753048,50,26.822385
-10.241284,50,26.854369
-14.524179,50,26.885089
-11.043232,50,26.916726
-10.518535,50,26.947674
-10.952751,50,26.979625
-12.458643,50,27.010475
-7.77542,50,27.581769
-12.109149,50,27.612871
-11.586715,50,27.643599
-13.20733,50,27.675483
-10.005468,50,27.706542
-11.804089,50,27.738116
-15.117806,50,27.770184
-11.663326,50,27.801027
-13.223364,50,27.832287
-14.99893,50,27.864052
-11.594809,50,28.440666
-13.019999,50,28.47274
-16.519808,50,28.50359
-15.618843,50,28.5346
-9.285025,50,28.565319
-12.389495,50,28.597493
-16.436133,50,28.628371
-8.914119,50,28.659722
-11.346,50,28.691798
-9.44568,50,28.722725
-12.113031,50,29.300397
-13.761407,50,29.331727
-16.295356,50,29.362708
-11.698842,50,29.394529
-9.223288,50,29.425202
-12.451218,50,29.456533
-13.824356,50,29.488403
-12.857329,50,29.519519
-9.807453,50,29.550782
-12.213587,50,29.582062
-9.845193,50,29.614675
-16.511113,50,30.193977
-12.690305,50,30.225034
-9.556199,50,30.255919
-14.734945,50,30.287068
-9.736483,50,30.31931
-11.527939,50,30.350174
-13.63963,50,30.381424
-9.853138,50,30.41399
-11.868502,50,30.445457
-8.210151,50,30.476435
-10.492628,50,31.055278
-9.922531,50,31.086212
-14.103481,50,31.11885
-12.787728,50,31.150401
-8.390233,50,31.181852
-14.80033,50,31.213964
-16.186874,50,31.245046
-10.16707,50,31.275946
-10.13351,50,31.308222
-7.991636,50,31.338924
-11.371666,50,31.893328
-13.338059,50,31.925682
-7.979029,50,31.9571
-14.805342,50,31.988096
-13.868653,50,32.020057
-11.58743,50,32.051117
-11.428359,50,32.082151
-12.254442,50,32.114214
-11.997096,50,32.145014
-9.526769,50,32.175878
-11.403627,50,32.729523
-10.988041,50,32.760793
-14.399169,50,32.792241
-13.470248,50,32.824651
-8.288597,50,32.855593
-15.351744,50,32.886844
-11.19695,50,32.918252
-9.090509,50,32.950468
-11.165654,50,32.981965
-14.663346,50,33.012899
-8.393209,50,33.045279
-9.294976,50,33.602493
-9.541529,50,33.635034
-12.018727,50,33.666495
-8.915422,50,33.697498
-13.241305,50,33.728647
-8.953836,50,33.761171
-9.048129,50,33.792628
-10.598667,50,33.823836
-8.204897,50,33.856215
-9.710936,50,33.88729
-10.880033,50,34.44434
-13.479962,50,34.475204
-8.089914,50,34.505938
-14.109604,50,34.536829
-11.357965,50,34.569142
-10.162115,50,34.600456
-10.822514,50,34.631453
-14.740197,50,34.663437
-17.741453,50,34.694795
-14.162921,50,34.725733
-11.147335,50,35.285463
-12.046799,50,35.316056
-10.796161,50,35.346813
-11.868797,50,35.379982
-12.485841,50,35.411637
-10.84289,50,35.442821
-9.573151,50,35.474871
-14.728564,50,35.505716
-11.223716,50,35.537098
-11.953678,50,35.569288
-9.074136,50,36.127683
-15.076298,50,36.159893
-12.389438,50,36.190844
-15.053161,50,36.221954
-14.282635,50,36.252804
-12.47791,50,36.284703
-9.198165,50,36.316053
-15.233921,50,36.3469
-10.546027,50,36.379085
-15.895332,50,36.410256
-14.494982,50,36.441622
-10.95115,50,36.996572
-11.725594,50,37.027637
-11.739531,50,37.058335
-13.610281,50,37.09009
-12.688896,50,37.120895
-7.467195,50,37.151903
-14.07809,50,37.183784
-14.876367,50,37.214895
-10.033766,50,37.24665
-12.800304,50,37.278526
-9.81749,50,37.830229
-14.828711,50,37.861493
-11.493965,50,37.89319
-10.853563,50,37.924137
-15.269898,50,37.955606
-13.240281,50,37.987687
-9.938339,50,38.018727
-7.303247,50,38.050087
-9.709198,50,38.082169
-11.399555,50,38.112982
-12.657165,50,38.669224
-11.528346,50,38.701404
-9.923967,50,38.732494
-13.731089,50,38.763961
-11.662639,50,38.796316
-7.849143,50,38.827504
-10.354089,50,38.858844
-8.595671,50,38.891829
-15.371006,50,38.923433
-13.982229,50,38.955522
-9.574142,50,39.525657
-10.491499,50,39.556622
-11.909667,50,39.587489
-10.793206,50,39.619778
-13.614283,50,39.65151
-8.909397,50,39.682769
-12.278552,50,39.71479
-13.473214,50,39.746134
-7.63809,50,39.77729
-6.640207,50,39.809613
-11.578183,50,39.840429
-14.073261,50,40.424573
-13.881686,50,40.455911
-8.293926,50,40.486709
-8.839314,50,40.518599
-11.082466,50,40.549754
-7.707927,50,40.580395
-9.523759,50,40.612157
-8.910691,50,40.642959
-8.873155,50,40.674172
-8.469382,50,40.705461
-15.001288,50,41.279062
-8.901205,50,41.310796
-11.862103,50,41.343092
-6.952754,50,41.374045
-9.418929,50,41.404979
-12.224636,50,41.437423
-15.08111,50,41.468249
-13.91733,50,41.499691
-12.382599,50,41.531545
-15.816232,50,41.56279
-7.411223,50,42.154485
-11.037806,50,42.186901
-8.2141,50,42.218632
-8.079364,50,42.25144
-9.878534,50,42.283442
-8.851171,50,42.315642
-9.375103,50,42.348336
-12.181053,50,42.380043
-7.05468,50,42.411989
-12.705482,50,42.620311
-6.729527,50,43.187542
-9.583414,50,43.21832
-7.824025,50,43.250181
-6.635728,50,43.28105
-8.856316,50,43.312284
-12.051185,50,43.3441
-9.352562,50,43.375629
-9.407058,50,43.406996
-12.179682,50,43.439548
-11.909649,50,43.470569
-11.446511,50,43.501863
-14.869968,50,44.08209
-8.903355,50,44.113146
-6.164176,50,44.144417
-13.216002,50,44.177334
-6.423496,50,44.208773
-10.383806,50,44.239825
-11.555771,50,44.27243
-11.418815,50,44.304073
-6.629787,50,44.335393
-7.994417,50,44.367487
-7.54891,50,44.930892
-10.556633,50,44.963201
-11.732344,50,44.994424
-15.047318,50,45.025706
-6.921642,50,45.058104
-14.018591,50,45.08906
-8.748888,50,45.120193
-7.651488,50,45.151489
-10.977331,50,45.183659
-10.946462,50,45.214796
-9.268904,50,45.785627
-7.669003,50,45.816941
-10.924343,50,45.848662
-7.982338,50,45.881557
-14.519618,50,45.913407
-10.351892,50,45.945143
-10.400869,50,45.977632
-16.143506,50,46.008933
-11.873842,50,46.040717
-12.12476,50,46.073015
-6.948701,50,46.653539
-7.766046,50,46.686402
-6.461078,50,46.717288
-5.011747,50,46.74874
-13.123317,50,46.781147
-5.951055,50,46.812124
-6.559077,50,46.843781
-13.385378,50,46.875654
-13.27474,50,46.908186
-8.511218,50,46.940003
-11.402521,50,47.52595
-9.421449,50,47.557384
-11.286544,50,47.589785
-12.155279,50,47.620957
-7.473572,50,47.652324
-10.284146,50,47.684103
-8.373635,50,47.717708
-7.82998,50,47.74912
-10.936419,50,47.780213
-6.425276,50,47.812224
-6.680711,50,47.843898
-9.238812,50,48.427724
-7.496639,50,48.464234
-11.727397,50,48.495206
-10.198573,50,48.527464
-6.476593,50,48.558387
-6.757687,50,48.589794
-12.273577,50,48.622144
-12.928729,50,48.653219
-5.397649,50,48.685383
-8.412013,50,48.718242
-10.702474,50,49.308013
-6.858689,50,49.3396
-6.012639,50,49.370988
-7.835618,50,49.402072
-7.985076,50,49.434741
-10.275442,50,49.466448
-8.977542,50,49.497338
-7.287994,50,49.529158
-4.953168,50,49.559912
-10.134847,50,49.591307
-13.595503,50,50.169276
-7.33161,50,50.200682
-7.42598,50,50.232864
-6.935875,50,50.263923
-11.453756,50,50.295464
-6.724793,50,50.327801
-12.14199,50,50.359056
-4.67108,50,50.390734
-7.956442,50,50.423134
-12.60511,50,50.454202
-5.068646,50,51.041558
-7.640285,50,51.073001
-9.532847,50,51.104136
-6.483834,50,51.136245
-4.244254,50,51.167527
-11.013826,50,51.198569
-9.512251,50,51.229556
-4.712236,50,51.261962
-7.214627,50,51.293211
-12.068575,50,51.324144
-7.531422,50,51.357133
-14.292314,50,51.931624
-7.293599,50,51.963406
-5.407723,50,51.994409
-10.21073,50,52.025151
-6.925261,50,52.05731
-9.211975,50,52.088372
-7.760161,50,52.119499
-12.542829,50,52.151896
-12.257691,50,52.183033
-14.297395,50,52.2146
-7.875303,50,52.775797
-6.186553,50,52.807463
-7.512187,50,52.838814
-6.348693,50,52.870987
-12.142612,50,52.902701
-7.173017,50,52.935817
-10.952503,50,52.969918
-8.989345,50,53.002124
-7.59353,50,53.035808
-5.560373,50,53.069366
-6.079639,50,53.63802
-6.388373,50,53.675813
-8.412458,50,53.707297
-12.739223,50,53.738494
-3.647757,50,53.770842
-9.230303,50,53.801977
-7.898903,50,53.833141
-6.55619,50,53.865541
-6.69534,50,53.897118
-5.851912,50,53.928633
-6.225411,50,54.488503
-11.999423,50,54.519353
-11.018349,50,54.550457
-6.368163,50,54.582536
-13.317255,50,54.613503
-12.968559,50,54.644505
-12.446389,50,54.677033
-10.844373,50,54.708364
-6.167898,50,54.739311
-6.907332,50,54.771112
-6.817887,50,54.802217
-9.249799,50,55.359401
-6.98577,50,55.391864
-3.651574,50,55.42331
-9.177934,50,55.455241
-7.942838,50,55.487633
-12.148644,50,55.51896
-12.408514,50,55.550812
-6.441546,50,55.58328
-6.544019,50,55.614312
-10.824501,50,55.646033
-7.950336,50,56.205726
-13.097261,50,56.236712
-8.731169,50,56.267713
-11.912756,50,56.299584
-7.641949,50,56.330327
-10.542618,50,56.361825
-6.277567,50,56.393893
-6.794587,50,56.42544
-9.128122,50,56.456918
-4.571618,50,56.488876
-13.738938,50,57.050635
-8.754463,50,57.081733
-6.719682,50,57.113564
-10.603107,50,57.144562
-10.092152,50,57.176042
-8.341416,50,57.208096
-3.896197,50,57.238893
-7.095919,50,57.27038
-6.164892,50,57.30245
-6.481294,50,57.334713
-9.153326,50,57.901832
-7.802958,50,57.933806
-4.582665,50,57.965553
-6.777632,50,57.99719
-6.676336,50,58.029828
-13.460856,50,58.061693
-7.012628,50,58.093356
-6.108899,50,58.125464
-7.333267,50,58.157166
-11.115645,50,58.188419
-9.868634,50,58.221024
-8.348958,50,58.817615
-5.306063,50,58.848966
-10.094355,50,58.880295
-8.602017,50,58.911402
-13.416219,50,58.944117
-7.847474,50,58.9754
-16.533203,50,59.007067
-6.371304,50,59.039314
-11.459387,50,59.070518
-5.001843,50,59.101858
-5.996683,50,59.706101
-8.451515,50,59.740409
-6.14926,50,59.773293
-8.508815,50,59.806346
-9.449277,50,59.840134
-6.611715,50,59.871913
-4.444514,50,59.903681
-9.21261,50,59.936254
-7.443786,50,59.967787
-8.567405,50,60.000038
-6.107474,50,60.57941
-6.017066,50,60.610652
-12.551585,50,60.643266
-5.967538,50,60.674814
-6.214337,50,60.705968
-6.634091,50,60.738397
-10.980886,50,60.769939
-8.311079,50,60.801602
-7.204902,50,60.832703
-6.23302,50,60.864944
-4.076195,50,61.447891
-12.653011,50,61.479388
-13.000306,50,61.511001
-7.579773,50,61.542027
-12.511011,50,61.575265
-8.35537,50,61.608083
-8.329239,50,61.639972
-7.702792,50,61.673236
-8.324579,50,61.705111
-8.319376,50,61.737153
-6.778807,50,61.769987
-7.298289,50,62.347018
-6.634144,50,62.379416
-9.927395,50,62.411003
-5.494703,50,62.442539
-12.000645,50,62.475103
-7.896306,50,62.506337
-9.212027,50,62.537995
-7.277925,50,62.571109
-5.386037,50,62.602335
-6.370107,50,62.633958
-6.243461,50,63.218683
-9.062123,50,63.24982
-6.057259,50,63.282145
-11.40402,50,63.313368
-5.372566,50,63.344622
-10.592458,50,63.377595
-7.395174,50,63.409029
-9.735465,50,63.440572
-6.808672,50,63.473358
-7.036891,50,63.504525
-9.595291,50,64.083653
-5.145772,50,64.11535
-13.17092,50,64.146588
-11.413789,50,64.345906
-2.90189,50,64.377344
-7.179667,50,64.41029
-8.372132,50,64.442215
-10.268486,50,64.473793
-4.527219,50,64.506182
-4.46432,50,64.537989
-4.667008,50,65.129776
-6.143482,50,65.161031
-7.701731,50,65.193358
-3.369364,50,65.223861
-12.268884,50,65.254966
-9.229311,50,65.285894
-11.20418,50,65.318317
-6.531645,50,65.350424
-4.416828,50,65.38236
-4.730751,50,65.414882
-5.328154,50,65.44622
-9.123269,50,66.01448
-7.101911,50,66.045747
-6.2572,50,66.077936
-8.711726,50,66.10947
-12.387873,50,66.141078
-7.713931,50,66.172362
-8.27956,50,66.204602
-6.11596,50,66.235152
-6.579507,50,66.266209
-7.94495,50,66.296929
-10.843385,50,66.875453
-7.68246,50,66.906926
-9.331182,50,66.93944
-2.807008,50,66.970715
-5.123688,50,67.001948
-12.188985,50,67.034549
-7.768666,50,67.066489
-7.238289,50,67.097932
-5.27825,50,67.130518
-5.676958,50,67.161813
-8.535205,50,67.754323
-3.652569,50,67.786047
-6.115045,50,67.817361
-6.237926,50,67.849701
-6.098787,50,67.881453
-7.018862,50,67.912767
-3.580459,50,67.945328
-6.271705,50,67.976923
-9.942562,50,68.008132
-5.252371,50,68.040601
-6.666485,50,68.619424
-5.975947,50,68.652643
-5.526456,50,68.684952
-10.152235,50,68.717056
-7.730625,50,68.749868
-9.056583,50,68.781616
-8.659508,50,68.813699
-7.363579,50,68.846461
-9.938897,50,68.878192
-5.62733,50,68.909967
-3.914464,50,69.507012
-5.746168,50,69.5426
-8.104673,50,69.574673
-8.245889,50,69.607178
-6.106162,50,69.639276
-2.498358,50,69.672826
-4.806799,50,69.705607
-5.964819,50,69.737895
-6.971087,50,69.77088
-7.020876,50,69.802288
-5.711342,50,69.833816
-13.055222,50,70.403801
-7.113915,50,70.434657
-6.166523,50,70.46676
-7.465166,50,70.497862
-9.843228,50,70.529418
-11.783652,50,70.561927
-9.373224,50,70.593179
-6.598124,50,70.624762
-8.087459,50,70.657164
-9.45769,50,70.689571
-8.540771,50,71.248806
-8.006684,50,71.281482
-4.683578,50,71.313903
-4.019581,50,71.346592
-7.790412,50,71.38079
-7.166011,50,71.41404
-5.535419,50,71.448189
-6.352123,50,71.482556
-6.365664,50,71.515563
-10.258259,50,71.548151
-9.77496,50,72.123083
-8.341435,50,72.154234
-5.145231,50,72.18691
-11.044472,50,72.218662
-6.809316,50,72.249985
-6.90113,50,72.282396
-8.320641,50,72.3138
-10.86396,50,72.34534
-3.437307,50,72.37798
-5.181054,50,72.409038
-10.334429,50,72.969254
-5.453456,50,73.001965
-5.892364,50,73.033225
-7.464522,50,73.064515
-6.343019,50,73.096407
-5.934869,50,73.127168
-6.758779,50,73.158389
-6.43274,50,73.190408
-9.309523,50,73.221837
-7.947128,50,73.253209
-7.895783,50,73.285445
-7.193332,50,73.844987
-8.157903,50,73.876408
-9.256875,50,73.908716
-4.352777,50,73.939975
-8.860298,50,73.971476
-8.005281,50,74.003939
-8.922057,50,74.035321
-8.52846,50,74.067396
-4.331798,50,74.100279
-11.082629,50,74.131971
-7.697706,50,74.696898
-10.699479,50,74.72913
-9.777814,50,74.761153
-10.38775,50,74.792843
-4.630535,50,74.82514
-6.732976,50,74.856815
-4.37917,50,74.888139
-6.531599,50,74.920414
-5.239153,50,74.952208
-4.628348,50,74.983676
-8.873788,50,75.547674
-4.833148,50,75.578948
-8.646216,50,75.611679
-6.451513,50,75.642877
-7.678325,50,75.674348
-6.669476,50,75.706216
-6.493249,50,75.738847
-6.851166,50,75.770486
-2.809075,50,75.801877
-7.920276,50,75.834285
-10.207244,50,76.400553
-10.648979,50,76.434187
-8.790692,50,76.466598
-5.359164,50,76.497731
-3.582491,50,76.529876
-6.930965,50,76.561092
-12.082608,50,76.593147
-7.254416,50,76.625563
-8.281055,50,76.656741
-5.635231,50,76.688117
-5.408929,50,76.719372
-5.639143,50,77.28546
-8.562429,50,77.316817
-11.218086,50,77.349633
-7.720911,50,77.381354
-5.569424,50,77.412807
-9.83851,50,77.445092
-11.270017,50,77.476217
-6.262516,50,77.50791
-5.174348,50,77.540136
-8.484513,50,77.571245
-4.500078,50,78.132596
-3.031016,50,78.165366
-10.973649,50,78.197144
-6.141757,50,78.228425
-6.765214,50,78.260611
-2.758022,50,78.291996
-5.009139,50,78.323363
-7.430748,50,78.356102
-8.045436,50,78.387651
-2.638609,50,78.419026
-8.862209,50,78.981251
-5.684654,50,79.012339
-8.638281,50,79.043613
-7.778939,50,79.076314
-11.195575,50,79.107924
-11.005996,50,79.139293
-10.003799,50,79.171521
-7.915476,50,79.202436
-13.104446,50,79.233429
-6.703736,50,79.265434
-6.62882,50,79.828668
-4.28411,50,79.861013
-5.519412,50,79.893375
-3.511609,50,79.924415
-4.870054,50,79.955102
-6.884548,50,79.987764
-9.765738,50,80.019543
-7.86667,50,80.05071
-7.357959,50,80.083388
-8.532186,50,80.11531
-7.984378,50,80.147139
-5.362478,50,80.715677
-8.940981,50,80.746572
-2.974069,50,80.778972
-6.578498,50,80.810439
-6.727476,50,80.842562
-4.004804,50,80.874934
-9.355541,50,80.906106
-11.30354,50,80.937836
-5.872631,50,80.968791
-6.678937,50,81.00089
-6.314703,50,81.560799
-6.899512,50,81.592899
-7.630815,50,81.623841
-7.593961,50,81.654912
-11.543704,50,81.686933
-8.785965,50,81.71843
-6.363044,50,81.749845
-7.25605,50,81.781705
-6.110851,50,81.813386
-7.743099,50,81.844954
-6.011666,50,82.410917
-7.866915,50,82.441752
-5.489106,50,82.473221
-5.2808,50,82.505509
-6.994765,50,82.536935
-7.316627,50,82.567815
-12.033804,50,82.600396
-6.909367,50,82.631508
-7.160893,50,82.662435
-5.543495,50,82.695775
-7.470679,50,83.26022
-8.650297,50,83.291518
-6.766037,50,83.323705
-6.068035,50,83.354651
-7.98396,50,83.385862
-6.722692,50,83.418278
-4.150655,50,83.449441
-8.551515,50,83.480905
-4.887808,50,83.513311
-11.97976,50,83.544775
-11.849364,50,83.576565
-11.278545,50,84.13616
-7.193023,50,84.167486
-5.817711,50,84.198733
-7.395952,50,84.231049
-4.759298,50,84.262558
-5.480447,50,84.293826
-7.646221,50,84.326389
-7.696159,50,84.357878
-5.247373,50,84.389496
-4.854362,50,84.422134
-7.735772,50,84.977185
-4.245922,50,85.008458
-8.272872,50,85.040781
-5.842354,50,85.072574
-8.012209,50,85.103891
-4.6336,50,85.136006
-6.84852,50,85.167577
-7.081483,50,85.373522
-7.919633,50,85.405114
-5.319823,50,85.437856
-11.027319,50,85.998243
-5.060308,50,86.031092
-4.817873,50,86.062655
-3.722598,50,86.094554
-7.879802,50,86.127443
-3.688518,50,86.158611
-4.809364,50,86.190447
-6.189393,50,86.221632
-8.084691,50,86.253888
-9.557829,50,86.285493
-6.439032,50,86.853429
-3.575988,50,86.886154
-7.77796,50,86.916681
-5.165254,50,86.948788
-5.785731,50,86.979814
-7.392576,50,87.010882
-6.942594,50,87.043504
-5.401098,50,87.074741
-7.473867,50,87.106308
-6.726173,50,87.138471
-6.556308,50,87.169789
-5.281795,50,87.732189
-7.269716,50,87.764352
-6.217798,50,87.795912
-4.456826,50,87.827066
-4.768856,50,87.859347
-9.013357,50,87.89095
-8.908544,50,87.922704
-5.269985,50,87.955075
-7.038425,50,87.986414
-3.187166,50,88.017911
-7.608522,50,88.58062
-6.892928,50,88.611709
-5.678466,50,88.642685
-8.899805,50,88.675264
-6.211834,50,88.707466
-10.994389,50,88.738901
-6.69339,50,88.771274
-6.270187,50,88.80302
-8.847404,50,88.835257
-6.320239,50,88.867661
-7.027369,50,89.427799
-7.493329,50,89.459408
-3.441147,50,89.491861
-7.222458,50,89.523634
-8.269953,50,89.555263
-7.161994,50,89.587323
-4.429058,50,89.618752
-8.888732,50,89.650588
-9.861982,50,89.683838
-7.28409,50,89.715278
-8.07148,50,90.283926
-6.886526,50,90.31549
-4.988732,50,90.346931
-3.769345,50,90.38005
-4.517534,50,90.411333
-5.730321,50,90.443209
-3.460741,50,90.476221
-5.545892,50,90.507236
-6.789036,50,90.538712
-4.884769,50,90.569707
-6.056631,50,91.151763
-10.374644,50,91.184505
-7.975853,50,91.215274
-5.3095,50,91.246713
-10.2673,50,91.277989
-7.836793,50,91.310496
